Format Version,1.22,Take Name,big_HJH2_fullset_Ground_FID_clean,Capture Frame Rate,240.000000,Export Frame Rate,240.000000,Capture Start Time,08 Dec 1969 22:54:33 -0500,Total Frames in Take,6822,Total Exported Frames,6822,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
852,3.550000,0.141760,0.320885,0.934188,0.065040,0.017992,1.352956,-0.288259,0.057934,1.439515,-0.204110,0.073935,1.468291,-0.166738,0.058527,1.504106,-0.121968,0.124239,1.511810,-0.108927,0.057987,1.439506,-0.204123,0.073940,1.468337,-0.166697,0.066140,1.502086,-0.122953,0.124262,1.511767,-0.108987,-0.034866,1.355466,-0.290421,,,,,,,,,,,,,-0.063533,1.287081,-0.475624,-0.007980,1.358781,-0.472694,0.047883,1.283999,-0.471640
853,3.554167,0.142041,0.321138,0.933989,0.066033,0.017980,1.352946,-0.288247,0.058092,1.439496,-0.204169,0.074150,1.468272,-0.166821,0.058813,1.504156,-0.122082,0.124539,1.511740,-0.109046,0.058152,1.439489,-0.204181,0.074154,1.468312,-0.166778,0.066409,1.502074,-0.123036,0.124561,1.511692,-0.109111,-0.034866,1.355466,-0.290421,,,,,,,,,,,,,-0.063532,1.287095,-0.475634,-0.007978,1.358781,-0.472705,0.048006,1.284016,-0.471716
854,3.558333,0.143535,0.320328,0.934200,0.063712,0.018057,1.352991,-0.288370,0.058241,1.439458,-0.204241,0.074361,1.468191,-0.166887,0.059094,1.503914,-0.121995,0.124849,1.511674,-0.109211,0.058299,1.439459,-0.204241,0.074365,1.468210,-0.166857,0.066674,1.502067,-0.123120,0.124870,1.511630,-0.109279,-0.034866,1.355466,-0.290421,,,,,,,,,,,,,-0.063531,1.287093,-0.475641,-0.007979,1.358774,-0.472710,0.048003,1.284003,-0.471722
855,3.562500,0.143907,0.320614,0.933986,0.064555,0.018034,1.352955,-0.288333,0.058391,1.439424,-0.204290,0.074572,1.468161,-0.166965,0.059379,1.503950,-0.122100,0.125151,1.511605,-0.109339,0.058445,1.439424,-0.204288,0.074580,1.468186,-0.166939,0.066933,1.502058,-0.123194,0.125172,1.511563,-0.109397,-0.034866,1.355466,-0.290421,,,,,,,,,,,,,-0.063540,1.287092,-0.475650,-0.007986,1.358769,-0.472721,0.047879,1.283993,-0.471661
856,3.566667,0.144358,0.320724,0.933849,0.064984,0.018032,1.352942,-0.288330,0.058535,1.439398,-0.204342,0.074769,1.468131,-0.167038,0.059643,1.503952,-0.122177,0.125431,1.511541,-0.109459,0.058587,1.439402,-0.204339,0.074777,1.468153,-0.167014,0.067200,1.502041,-0.123280,0.125447,1.511500,-0.109517,-0.034866,1.355466,-0.290421,,,,,,,,,,,,,-0.063544,1.287089,-0.475654,-0.007988,1.358772,-0.472726,0.047998,1.284006,-0.471737
857,3.570833,0.144781,0.320857,0.933697,0.065568,0.018015,1.352935,-0.288326,0.058674,1.439375,-0.204398,0.074965,1.468103,-0.167114,0.059908,1.503965,-0.122262,0.125712,1.511472,-0.109579,0.058724,1.439373,-0.204401,0.074971,1.468127,-0.167089,0.067453,1.502033,-0.123348,0.125734,1.511433,-0.109633,-0.034866,1.355466,-0.290421,,,,,,,,,,,,,-0.063549,1.287081,-0.475655,-0.007994,1.358773,-0.472732,0.047992,1.284009,-0.471742
858,3.575000,0.145208,0.321007,0.933540,0.066124,0.018002,1.352927,-0.288315,0.058814,1.439355,-0.204449,0.075161,1.468081,-0.167187,0.060173,1.503984,-0.122345,0.125993,1.511412,-0.109699,0.058866,1.439354,-0.204452,0.075165,1.468107,-0.167159,0.067709,1.502010,-0.123412,0.126014,1.511373,-0.109754,-0.034866,1.355466,-0.290421,,,,,,,,,,,,,-0.063549,1.287079,-0.475658,-0.007999,1.358773,-0.472740,0.047987,1.284008,-0.471746
859,3.579167,0.145742,0.321015,0.933438,0.066353,0.017989,1.352937,-0.288328,0.058943,1.439340,-0.204505,0.075345,1.468055,-0.167260,0.060425,1.503973,-0.122407,0.126262,1.511351,-0.109820,0.058993,1.439340,-0.204508,0.075347,1.468079,-0.167235,0.067953,1.501981,-0.123477,0.126283,1.511314,-0.109873,-0.034866,1.355466,-0.290421,,,,,,,,,,,,,-0.063554,1.287085,-0.475661,-0.008009,1.358766,-0.472745,0.047979,1.284001,-0.471754
860,3.583333,0.146247,0.320984,0.933358,0.066517,0.017997,1.352955,-0.288347,0.059079,1.439329,-0.204557,0.075531,1.468032,-0.167325,0.060673,1.503959,-0.122459,0.126526,1.511294,-0.109928,0.059137,1.439331,-0.204556,0.075524,1.468057,-0.167300,0.068195,1.501954,-0.123552,0.126548,1.511255,-0.109982,-0.034866,1.355466,-0.290421,,,,,,,,,,,,,-0.063564,1.287084,-0.475676,-0.008016,1.358761,-0.472752,0.047969,1.283995,-0.471754
861,3.587500,0.146631,0.321100,0.933223,0.066999,0.017988,1.352943,-0.288343,0.059206,1.439304,-0.204606,0.075708,1.468003,-0.167393,0.060911,1.503965,-0.122534,0.126778,1.511230,-0.110036,0.059266,1.439302,-0.204608,0.075691,1.468027,-0.167369,0.068443,1.501932,-0.123618,0.126804,1.511192,-0.110087,-0.034866,1.355466,-0.290421,,,,,,,,,,,,,-0.063577,1.287069,-0.475680,-0.008023,1.358770,-0.472761,0.047967,1.284001,-0.471761
862,3.591667,0.147185,0.321000,0.933178,0.066890,0.018006,1.352952,-0.288369,0.059333,1.439283,-0.204654,0.075881,1.467969,-0.167452,0.061140,1.503922,-0.122568,0.127022,1.511171,-0.110141,0.059393,1.439281,-0.204657,0.075861,1.467990,-0.167429,0.068671,1.501909,-0.123681,0.127051,1.511137,-0.110188,-0.034866,1.355466,-0.290421,,,,,,,,,,,,,-0.063591,1.287076,-0.475684,-0.008034,1.358766,-0.472764,0.047839,1.283984,-0.471699
863,3.595833,0.147655,0.320987,0.933091,0.067135,0.017989,1.352963,-0.288386,0.059445,1.439265,-0.204705,0.076044,1.467940,-0.167516,0.061364,1.503906,-0.122622,0.127261,1.511104,-0.110245,0.059510,1.439265,-0.204706,0.076019,1.467966,-0.167490,0.068895,1.501888,-0.123736,0.127286,1.511064,-0.110298,-0.034866,1.355466,-0.290421,,,,,,,,,,,,,-0.063600,1.287073,-0.475686,-0.008048,1.358762,-0.472773,0.047949,1.283998,-0.471775
864,3.600000,0.148391,0.320542,0.933173,0.066494,0.017999,1.353047,-0.288464,0.059545,1.439276,-0.204752,0.076189,1.467918,-0.167559,0.061564,1.503822,-0.122598,0.127478,1.511046,-0.110323,0.059596,1.439287,-0.204745,0.076176,1.467931,-0.167544,0.069106,1.501855,-0.123794,0.127497,1.511013,-0.110365,-0.034866,1.355466,-0.290421,,,,,,,,,,,,,-0.063607,1.287067,-0.475705,-0.008057,1.358753,-0.472786,0.047956,1.284010,-0.471782
865,3.604167,0.148856,0.320521,0.933090,0.066720,0.017971,1.353060,-0.288473,0.059643,1.439260,-0.204795,0.076336,1.467890,-0.167614,0.061771,1.503806,-0.122642,0.127699,1.510981,-0.110417,0.059697,1.439267,-0.204785,0.076320,1.467901,-0.167604,0.069322,1.501819,-0.123848,0.127721,1.510948,-0.110462,-0.034866,1.355466,-0.290421,,,,,,,,,,,,,-0.063615,1.287061,-0.475711,-0.008074,1.358757,-0.472804,0.047935,1.284005,-0.471793
866,3.608333,0.149320,0.320472,0.933013,0.066985,0.017936,1.353073,-0.288487,0.059738,1.439237,-0.204836,0.076481,1.467853,-0.167667,0.061978,1.503779,-0.122684,0.127920,1.510901,-0.110506,0.059788,1.439242,-0.204830,0.076469,1.467865,-0.167653,0.069519,1.501796,-0.123892,0.127941,1.510865,-0.110549,-0.034866,1.355466,-0.290421,,,,,,,,,,,,,-0.063617,1.287063,-0.475724,-0.008077,1.358751,-0.472816,0.047926,1.283997,-0.471811
867,3.612500,0.149990,0.320128,0.933062,0.066457,0.017944,1.353108,-0.288546,0.059835,1.439214,-0.204880,0.076621,1.467803,-0.167710,0.062170,1.503681,-0.122672,0.128128,1.510822,-0.110588,0.059887,1.439224,-0.204867,0.076608,1.467809,-0.167701,0.069726,1.501758,-0.123932,0.128145,1.510787,-0.110630,-0.034866,1.355466,-0.290421,,,,,,,,,,,,,-0.063627,1.287053,-0.475733,-0.008087,1.358748,-0.472831,0.047912,1.284005,-0.471824
868,3.616667,0.149546,0.320928,0.932663,0.069147,0.017833,1.353074,-0.288451,0.059920,1.439207,-0.204912,0.076750,1.467817,-0.167777,0.062358,1.503879,-0.122867,0.128320,1.510751,-0.110648,0.059974,1.439210,-0.204910,0.076744,1.467856,-0.167742,0.069911,1.501717,-0.123973,0.128324,1.510703,-0.110706,-0.034866,1.355466,-0.290421,,,,,,,,,,,,,-0.063633,1.287053,-0.475757,-0.008091,1.358749,-0.472850,0.047911,1.283993,-0.471839
869,3.620833,0.150244,0.320728,0.932643,0.068834,0.017793,1.353088,-0.288478,0.059998,1.439179,-0.204955,0.076882,1.467769,-0.167829,0.062553,1.503805,-0.122878,0.128532,1.510676,-0.110753,0.060056,1.439180,-0.204951,0.076876,1.467803,-0.167784,0.070094,1.501680,-0.124003,0.128533,1.510619,-0.110828,-0.034866,1.355466,-0.290421,,,,,,,,,,,,,-0.063636,1.287035,-0.475770,-0.008105,1.358741,-0.472872,0.047903,1.283998,-0.471856
870,3.625000,0.150276,0.320840,0.932537,0.069671,0.017786,1.353087,-0.288484,0.060090,1.439156,-0.204987,0.077001,1.467739,-0.167869,0.062710,1.503821,-0.122943,0.128695,1.510595,-0.110793,0.060140,1.439156,-0.204985,0.077000,1.467773,-0.167829,0.070250,1.501632,-0.124042,0.128691,1.510545,-0.110849,-0.034866,1.355466,-0.290421,,,,,,,,,,,,,-0.063642,1.287033,-0.475787,-0.008111,1.358734,-0.472892,0.047897,1.283996,-0.471872
871,3.629167,0.151442,0.319929,0.932846,0.067143,0.017922,1.353102,-0.288633,0.060204,1.439093,-0.205045,0.077142,1.467635,-0.167908,0.062877,1.503536,-0.122829,0.128879,1.510523,-0.110896,0.060276,1.439092,-0.205041,0.077120,1.467655,-0.167869,0.070420,1.501602,-0.124072,0.128885,1.510469,-0.110967,-0.034866,1.355466,-0.290421,,,,,,,,,,,,,-0.063652,1.287034,-0.475806,-0.008117,1.358739,-0.472908,0.047894,1.283995,-0.471888
872,3.633333,0.151258,0.320523,0.932535,0.069033,0.017829,1.353065,-0.288552,0.060276,1.439076,-0.205069,0.077257,1.467634,-0.167962,0.063047,1.503667,-0.122972,0.129055,1.510461,-0.110961,0.060348,1.439069,-0.205076,0.077227,1.467695,-0.167896,0.070569,1.501562,-0.124101,0.129058,1.510399,-0.111037,-0.034866,1.355466,-0.290421,,,,,,,,,,,,,-0.063655,1.287029,-0.475818,-0.008125,1.358736,-0.472932,0.047889,1.283991,-0.471908
873,3.637500,0.151340,0.320724,0.932394,0.069819,0.017803,1.353040,-0.288536,0.060354,1.439047,-0.205101,0.077366,1.467605,-0.168009,0.063198,1.503691,-0.123048,0.129212,1.510395,-0.111023,0.060427,1.439037,-0.205109,0.077339,1.467660,-0.167941,0.070717,1.501523,-0.124132,0.129210,1.510331,-0.111101,-0.034866,1.355466,-0.290421,,,,,,,,,,,,,-0.063667,1.287040,-0.475842,-0.008124,1.358732,-0.472948,0.047887,1.283980,-0.471922
874,3.641667,0.151686,0.320635,0.932370,0.069785,0.017810,1.353043,-0.288557,0.060432,1.439024,-0.205132,0.077474,1.467571,-0.168046,0.063342,1.503650,-0.123067,0.129366,1.510339,-0.111084,0.060507,1.439016,-0.205138,0.077445,1.467625,-0.167977,0.070864,1.501483,-0.124156,0.129365,1.510277,-0.111163,-0.034866,1.355466,-0.290421,,,,,,,,,,,,,-0.063667,1.287021,-0.475857,-0.008126,1.358726,-0.472969,0.047884,1.283982,-0.471938
875,3.645833,0.152800,0.319675,0.932693,0.067406,0.017902,1.353099,-0.288699,0.060507,1.438988,-0.205171,0.077575,1.467488,-0.168060,0.063470,1.503388,-0.122930,0.129510,1.510273,-0.111151,0.060577,1.438992,-0.205163,0.077545,1.467513,-0.168016,0.071005,1.501450,-0.124177,0.129510,1.510218,-0.111219,-0.034866,1.355466,-0.290421,,,,,,,,,,,,,-0.063670,1.287026,-0.475870,-0.008132,1.358715,-0.472985,0.047878,1.283983,-0.471950
876,3.650000,0.153250,0.319431,0.932733,0.066986,0.017923,1.353116,-0.288741,0.060580,1.438967,-0.205201,0.077675,1.467449,-0.168089,0.063603,1.503313,-0.122920,0.129652,1.510218,-0.111206,0.060651,1.438973,-0.205190,0.077645,1.467480,-0.168049,0.071135,1.501428,-0.124200,0.129653,1.510165,-0.111273,-0.034866,1.355466,-0.290421,,,,,,,,,,,,,-0.063677,1.287027,-0.475884,-0.008138,1.358724,-0.472997,0.047869,1.283977,-0.471965
877,3.654167,0.153596,0.319248,0.932753,0.066793,0.017940,1.353135,-0.288779,0.060651,1.438951,-0.205231,0.077771,1.467417,-0.168119,0.063729,1.503260,-0.122923,0.129786,1.510165,-0.111255,0.060719,1.438957,-0.205222,0.077744,1.467450,-0.168077,0.071265,1.501400,-0.124228,0.129784,1.510112,-0.111321,-0.034866,1.355466,-0.290421,,,,,,,,,,,,,-0.063676,1.287026,-0.475894,-0.008137,1.358718,-0.473010,0.047871,1.283981,-0.471971
878,3.658333,0.153733,0.319333,0.932674,0.067174,0.017940,1.353115,-0.288775,0.060722,1.438924,-0.205255,0.077867,1.467388,-0.168152,0.063854,1.503255,-0.122967,0.129918,1.510112,-0.111304,0.060789,1.438928,-0.205246,0.077838,1.467421,-0.168113,0.071379,1.501385,-0.124253,0.129917,1.510061,-0.111368,-0.034866,1.355466,-0.290421,,,,,,,,,,,,,-0.063674,1.287011,-0.475905,-0.008145,1.358716,-0.473021,0.047867,1.283975,-0.471982
879,3.662500,0.154484,0.318821,0.932774,0.066483,0.017870,1.353222,-0.288835,0.060741,1.438947,-0.205275,0.077931,1.467374,-0.168165,0.063974,1.503171,-0.122907,0.130053,1.510057,-0.111350,0.060783,1.438975,-0.205246,0.077929,1.467387,-0.168147,0.071502,1.501358,-0.124272,0.130041,1.510011,-0.111407,-0.034866,1.355466,-0.290421,,,,,,,,,,,,,-0.063676,1.287027,-0.475905,-0.008143,1.358729,-0.473026,0.047869,1.283983,-0.471992
880,3.666667,0.154630,0.318932,0.932687,0.066833,0.017860,1.353204,-0.288816,0.060801,1.438928,-0.205291,0.078015,1.467355,-0.168192,0.064088,1.503179,-0.122946,0.130173,1.510021,-0.111397,0.060842,1.438948,-0.205262,0.078029,1.467368,-0.168175,0.071614,1.501336,-0.124291,0.130153,1.509977,-0.111455,-0.034866,1.355466,-0.290421,,,,,,,,,,,,,-0.063679,1.287013,-0.475914,-0.008145,1.358710,-0.473035,0.047863,1.283975,-0.471994
881,3.670833,0.154861,0.318876,0.932663,0.066904,0.017861,1.353212,-0.288830,0.060860,1.438915,-0.205313,0.078097,1.467333,-0.168217,0.064198,1.503157,-0.122962,0.130290,1.509977,-0.111439,0.060902,1.438938,-0.205282,0.078106,1.467343,-0.168204,0.071729,1.501323,-0.124312,0.130271,1.509933,-0.111494,-0.034866,1.355466,-0.290421,,,,,,,,,,,,,-0.063693,1.287036,-0.475925,-0.008152,1.358717,-0.473032,0.047859,1.283970,-0.472002
882,3.675000,0.155051,0.318913,0.932608,0.067045,0.017859,1.353199,-0.288825,0.060914,1.438896,-0.205331,0.078173,1.467312,-0.168244,0.064300,1.503146,-0.122989,0.130398,1.509943,-0.111485,0.060951,1.438918,-0.205300,0.078184,1.467320,-0.168234,0.071830,1.501299,-0.124334,0.130380,1.509905,-0.111537,-0.034866,1.355466,-0.290421,,,,,,,,,,,,,-0.063698,1.287026,-0.475918,-0.008156,1.358712,-0.473035,0.047850,1.283967,-0.471999
883,3.679167,0.155186,0.319028,0.932520,0.067411,0.017840,1.353181,-0.288803,0.060964,1.438877,-0.205343,0.078245,1.467294,-0.168267,0.064402,1.503155,-0.123025,0.130506,1.509907,-0.111528,0.061004,1.438899,-0.205311,0.078256,1.467304,-0.168254,0.071939,1.501287,-0.124354,0.130485,1.509864,-0.111584,-0.034866,1.355466,-0.290421,,,,,,,,,,,,,-0.063704,1.287020,-0.475920,-0.008157,1.358725,-0.473031,0.047845,1.283981,-0.472003
884,3.683333,0.155477,0.318918,0.932515,0.067329,0.017833,1.353195,-0.288821,0.061011,1.438865,-0.205362,0.078316,1.467271,-0.168289,0.064502,1.503121,-0.123030,0.130613,1.509865,-0.111569,0.061049,1.438890,-0.205331,0.078325,1.467277,-0.168281,0.072035,1.501266,-0.124374,0.130595,1.509825,-0.111620,-0.034866,1.355466,-0.290421,,,,,,,,,,,,,-0.063714,1.287018,-0.475918,-0.008166,1.358713,-0.473030,0.047844,1.283982,-0.471998
885,3.687500,0.155545,0.319075,0.932414,0.067830,0.017806,1.353178,-0.288795,0.061053,1.438850,-0.205374,0.078380,1.467258,-0.168313,0.064593,1.503144,-0.123073,0.130708,1.509832,-0.111606,0.061091,1.438870,-0.205345,0.078384,1.467269,-0.168300,0.072124,1.501249,-0.124396,0.130691,1.509792,-0.111657,-0.034866,1.355466,-0.290421,,,,,,,,,,,,,-0.063719,1.287024,-0.475922,-0.008173,1.358720,-0.473031,0.047826,1.283979,-0.471999
886,3.691667,0.155641,0.319110,0.932389,0.067789,0.017846,1.353150,-0.288787,0.061110,1.438828,-0.205380,0.078444,1.467238,-0.168324,0.064667,1.503126,-0.123084,0.130784,1.509816,-0.111632,0.061140,1.438840,-0.205359,0.078448,1.467241,-0.168319,0.072217,1.501241,-0.124415,0.130776,1.509793,-0.111663,-0.034866,1.355466,-0.290421,,,,,,,,,,,,,-0.063733,1.287012,-0.475925,-0.008191,1.358722,-0.473030,0.047820,1.283980,-0.472000
887,3.695833,0.156083,0.318814,0.932460,0.067196,0.017855,1.353180,-0.288830,0.061151,1.438819,-0.205400,0.078506,1.467211,-0.168340,0.064754,1.503051,-0.123054,0.130879,1.509780,-0.111671,0.061180,1.438838,-0.205376,0.078510,1.467210,-0.168339,0.072304,1.501227,-0.124431,0.130872,1.509753,-0.111707,-0.034866,1.355466,-0.290421,,,,,,,,,,,,,-0.063744,1.287019,-0.475922,-0.008199,1.358721,-0.473026,0.047807,1.283992,-0.472001
888,3.700000,0.156061,0.319048,0.932329,0.067938,0.017816,1.353158,-0.288793,0.061187,1.438803,-0.205409,0.078564,1.467200,-0.168363,0.064838,1.503092,-0.123109,0.130968,1.509743,-0.111703,0.061219,1.438816,-0.205389,0.078561,1.467207,-0.168356,0.072376,1.501203,-0.124444,0.130961,1.509715,-0.111738,-0.034866,1.355466,-0.290421,,,,,,,,,,,,,-0.063763,1.287029,-0.475919,-0.008218,1.358731,-0.473033,0.047792,1.283989,-0.472003
889,3.704167,0.156325,0.318944,0.932329,0.067815,0.017809,1.353161,-0.288805,0.061224,1.438784,-0.205422,0.078620,1.467172,-0.168378,0.064919,1.503052,-0.123107,0.131055,1.509702,-0.111735,0.061257,1.438799,-0.205401,0.078618,1.467176,-0.168370,0.072455,1.501189,-0.124459,0.131048,1.509672,-0.111771,-0.034866,1.355466,-0.290421,,,,,,,,,,,,,-0.063771,1.287017,-0.475926,-0.008226,1.358726,-0.473032,0.047780,1.283986,-0.472007
890,3.708333,0.156523,0.318907,0.932308,0.067820,0.017802,1.353156,-0.288807,0.061261,1.438766,-0.205433,0.078675,1.467149,-0.168394,0.064996,1.503026,-0.123115,0.131136,1.509665,-0.111767,0.061289,1.438779,-0.205414,0.078676,1.467152,-0.168388,0.072535,1.501163,-0.124471,0.131130,1.509640,-0.111799,-0.034866,1.355466,-0.290421,,,,,,,,,,,,,-0.063779,1.287014,-0.475930,-0.008243,1.358727,-0.473033,0.047768,1.283990,-0.472011
891,3.712500,0.156704,0.318878,0.932282,0.067908,0.017792,1.353158,-0.288813,0.061299,1.438752,-0.205449,0.078732,1.467128,-0.168413,0.065076,1.503009,-0.123129,0.131222,1.509628,-0.111800,0.061324,1.438765,-0.205432,0.078736,1.467132,-0.168407,0.072605,1.501141,-0.124479,0.131216,1.509603,-0.111830,-0.034866,1.355466,-0.290421,,,,,,,,,,,,,-0.063796,1.287025,-0.475933,-0.008259,1.358720,-0.473039,0.047761,1.283986,-0.472016
892,3.716667,0.156976,0.318772,0.932285,0.067735,0.017787,1.353157,-0.288823,0.061335,1.438733,-0.205460,0.078787,1.467100,-0.168426,0.065154,1.502966,-0.123124,0.131306,1.509590,-0.111833,0.061361,1.438745,-0.205443,0.078791,1.467104,-0.168419,0.072682,1.501116,-0.124489,0.131299,1.509563,-0.111866,-0.034866,1.355466,-0.290421,,,,,,,,,,,,,-0.063803,1.287006,-0.475937,-0.008273,1.358721,-0.473049,0.047748,1.283989,-0.472025
893,3.720833,0.156964,0.318990,0.932163,0.068406,0.017751,1.353133,-0.288791,0.061369,1.438715,-0.205471,0.078840,1.467087,-0.168451,0.065233,1.503001,-0.123178,0.131389,1.509553,-0.111867,0.061396,1.438726,-0.205455,0.078841,1.467094,-0.168444,0.072753,1.501085,-0.124504,0.131383,1.509527,-0.111899,-0.034866,1.355466,-0.290421,,,,,,,,,,,,,-0.063811,1.287007,-0.475940,-0.008287,1.358719,-0.473053,0.047734,1.283996,-0.472030
894,3.725000,0.157145,0.318968,0.932127,0.068585,0.017721,1.353137,-0.288794,0.061398,1.438700,-0.205485,0.078891,1.467064,-0.168468,0.065310,1.502984,-0.123193,0.131471,1.509507,-0.111897,0.061426,1.438709,-0.205470,0.078888,1.467071,-0.168458,0.072832,1.501066,-0.124521,0.131467,1.509479,-0.111929,-0.034866,1.355466,-0.290421,,,,,,,,,,,,,-0.063826,1.287006,-0.475950,-0.008298,1.358713,-0.473061,0.047727,1.283991,-0.472036
895,3.729167,0.157339,0.318904,0.932117,0.068575,0.017719,1.353137,-0.288805,0.061436,1.438683,-0.205500,0.078946,1.467040,-0.168486,0.065387,1.502955,-0.123201,0.131553,1.509468,-0.111927,0.061464,1.438692,-0.205486,0.078948,1.467047,-0.168475,0.072893,1.501039,-0.124531,0.131547,1.509441,-0.111960,-0.034866,1.355466,-0.290421,,,,,,,,,,,,,-0.063830,1.286993,-0.475958,-0.008307,1.358716,-0.473069,0.047710,1.283982,-0.472044
896,3.733333,0.157628,0.318721,0.932151,0.068296,0.017720,1.353155,-0.288834,0.061470,1.438672,-0.205517,0.078997,1.467016,-0.168501,0.065459,1.502905,-0.123189,0.131631,1.509431,-0.111957,0.061497,1.438682,-0.205503,0.078997,1.467023,-0.168490,0.072968,1.501018,-0.124542,0.131625,1.509404,-0.111989,-0.034866,1.355466,-0.290421,,,,,,,,,,,,,-0.063833,1.286992,-0.475964,-0.008318,1.358714,-0.473077,0.047706,1.283989,-0.472051
897,3.737500,0.157625,0.318872,0.932056,0.068900,0.017688,1.353142,-0.288815,0.061503,1.438656,-0.205528,0.079048,1.467001,-0.168522,0.065533,1.502929,-0.123234,0.131708,1.509389,-0.111983,0.061529,1.438662,-0.205518,0.079047,1.467011,-0.168509,0.073037,1.500993,-0.124554,0.131704,1.509362,-0.112013,-0.034866,1.355466,-0.290421,,,,,,,,,,,,,-0.063841,1.286998,-0.475967,-0.008325,1.358716,-0.473085,0.047583,1.283956,-0.471985
898,3.741667,0.157802,0.318773,0.932061,0.068882,0.017686,1.353157,-0.288837,0.061538,1.438648,-0.205546,0.079098,1.466982,-0.168539,0.065602,1.502902,-0.123238,0.131782,1.509352,-0.112008,0.061567,1.438657,-0.205534,0.079095,1.466990,-0.168527,0.073101,1.500972,-0.124564,0.131777,1.509326,-0.112039,-0.034866,1.355466,-0.290421,,,,,,,,,,,,,-0.063843,1.286979,-0.475974,-0.008330,1.358714,-0.473090,0.047704,1.283996,-0.472065
899,3.745833,0.157922,0.318756,0.932041,0.068949,0.017683,1.353154,-0.288838,0.061568,1.438634,-0.205554,0.079142,1.466964,-0.168550,0.065661,1.502886,-0.123246,0.131844,1.509322,-0.112028,0.061591,1.438640,-0.205544,0.079141,1.466973,-0.168538,0.073163,1.500956,-0.124573,0.131839,1.509300,-0.112055,-0.034866,1.355466,-0.290421,,,,,,,,,,,,,-0.063849,1.286989,-0.475982,-0.008329,1.358710,-0.473095,0.047700,1.283978,-0.472064
900,3.750000,0.158063,0.318689,0.932042,0.068924,0.017688,1.353158,-0.288847,0.061601,1.438623,-0.205561,0.079186,1.466947,-0.168558,0.065720,1.502863,-0.123245,0.131907,1.509293,-0.112044,0.061627,1.438631,-0.205550,0.079184,1.466955,-0.168546,0.073225,1.500935,-0.124578,0.131901,1.509269,-0.112071,-0.034866,1.355466,-0.290421,,,,,,,,,,,,,-0.063846,1.286975,-0.475987,-0.008332,1.358703,-0.473103,0.047697,1.283985,-0.472068
901,3.754167,0.158074,0.318777,0.931986,0.069252,0.017680,1.353146,-0.288831,0.061630,1.438610,-0.205565,0.079226,1.466934,-0.168566,0.065775,1.502872,-0.123267,0.131963,1.509265,-0.112057,0.061658,1.438615,-0.205555,0.079219,1.466946,-0.168551,0.073282,1.500918,-0.124588,0.131959,1.509241,-0.112086,-0.034866,1.355466,-0.290421,,,,,,,,,,,,,-0.063852,1.286980,-0.475989,-0.008335,1.358714,-0.473104,0.047697,1.283964,-0.472073
902,3.758333,0.158183,0.318724,0.931986,0.069245,0.017685,1.353145,-0.288837,0.061659,1.438596,-0.205569,0.079264,1.466915,-0.168571,0.065825,1.502848,-0.123265,0.132016,1.509236,-0.112067,0.061684,1.438600,-0.205562,0.079258,1.466926,-0.168555,0.073327,1.500903,-0.124596,0.132011,1.509213,-0.112094,-0.034866,1.355466,-0.290421,,,,,,,,,,,,,-0.063845,1.286985,-0.475988,-0.008326,1.358702,-0.473103,0.047697,1.283977,-0.472077
903,3.762500,0.158541,0.318507,0.932025,0.068911,0.017660,1.353168,-0.288860,0.061675,1.438584,-0.205579,0.079303,1.466887,-0.168579,0.065889,1.502790,-0.123241,0.132088,1.509193,-0.112095,0.061711,1.438596,-0.205563,0.079296,1.466902,-0.168557,0.073373,1.500889,-0.124591,0.132075,1.509155,-0.112141,-0.034866,1.355466,-0.290421,,,,,,,,,,,,,-0.063841,1.286996,-0.475992,-0.008320,1.358706,-0.473104,0.047708,1.283977,-0.472072
904,3.766667,0.158496,0.318476,0.932049,0.068825,0.017712,1.353162,-0.288870,0.061708,1.438579,-0.205580,0.079329,1.466882,-0.168577,0.065907,1.502778,-0.123235,0.132103,1.509192,-0.112086,0.061733,1.438587,-0.205568,0.079321,1.466889,-0.168567,0.073411,1.500877,-0.124596,0.132094,1.509176,-0.112105,-0.034866,1.355466,-0.290421,,,,,,,,,,,,,-0.063840,1.286984,-0.475990,-0.008320,1.358709,-0.473108,0.047583,1.283954,-0.472009
905,3.770833,0.158532,0.318492,0.932033,0.068887,0.017723,1.353159,-0.288862,0.061734,1.438574,-0.205577,0.079360,1.466876,-0.168576,0.065944,1.502776,-0.123236,0.132142,1.509182,-0.112090,0.061753,1.438577,-0.205572,0.079356,1.466886,-0.168563,0.073452,1.500868,-0.124594,0.132141,1.509167,-0.112108,-0.034866,1.355466,-0.290421,,,,,,,,,,,,,-0.063828,1.286994,-0.475990,-0.008308,1.358709,-0.473105,0.047591,1.283953,-0.472008
